Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/17;nov/17;out/17;set/17;ago/17;jul/17;jun/17;mai/17;abr/17;mar/17;fev/17;jan/17;Competência;Data de atualização
BELO DENTE ODONTOLOGIA LTDA. (351563);Odontológica;Grande;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA. (417874);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
BIORAL SISTEMA ODONTOLÓGICO LTDA. (419079);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A. (419419);Odontológica;Grande;1;1;100,00;100,00;100,00;100,00;0,00;75,00;85,71;100,00;100,00;75,00;66,67;33,33;201712;05/02/2018 11:09:28
CDA - ASSISTÊNCIA ODONTOLÓGICA LTDA - EPP (415952);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CENTRO DE DIAGNOSTICO E TRATAMENTO ODONTOLOGICO LTDA (411426);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CENTRO DE ESTUDOS E DIAGNÓSTICO ODONTOLÓGICO LTDA - CEDOM (349291);Odontológica;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201712;05/02/2018 11:09:28
CENTRO ODONTOLOGICO INTEGRADO EIRELI (314757);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CEORP - CENTRO ODONTOLOGICO LTDA (401871);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CLINICA ODONTOLOGICA ODONTOPLAN LTDA (410071);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CLÍNICA ODONTOLÓGICA SASSO LTDA (416797);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COJUN CENTRO ODONTOLOGICO JUNDIAI LTDA. (415812);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA (405931);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA DE ASSISTÊNCIA ODONTOLÓGICA VALE DO CAÍ LTDA - DENTSUL (353477);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA DE SERVIÇOS ODONTOLÓGICOS DE FARROUPILHA LTDA (362735);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ (419028);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE (359459);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÓGICA DE BOTUCATU (400572);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA NOVODENTE LTDA (417840);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL. (342335);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ (365785);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS (409791);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO (402010);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA. (353892);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÓGICO (407241);Odontológica;Pequeno;;;;;;;;;0,00;0,00;0,00;;;;201712;05/02/2018 11:09:28
CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA (368181);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CROWN ODONTOLOGIA DE GRUPO  LTDA (397245);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
CUNHA ODONTOLOGIA LTDA (416959);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA (420239);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL CARE CLINICA ODONTOLOGICA LTDA (386219);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL CENTER LTDA (339458);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA. (300730);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL MASTER LTDA - EPP (413747);Odontológica;Pequeno;;;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
DENTAL NORTE ASSISTENCIA ODONTOLOGICA LTDA. (417181);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL PLAN - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA. ME (415804);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA. (314366);Odontológica;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
DENTAL UNI - COOPERATIVA ODONTOLÓGICA (304484);Odontológica;Grande;13;13;90,91;62,50;72,73;81,25;100,00;100,00;100,00;95,83;91,30;85,71;87,50;60,00;201712;05/02/2018 11:09:28
DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA (401463);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA (333620);Odontológica;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
DENTAL-PAR - ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA. (322890);Odontológica;Médio;1;1;100,00;100,00;80,00;33,33;60,00;66,67;66,67;66,67;33,33;40,00;0,00;0,00;201712;05/02/2018 11:09:28
DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA (416908);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA LTDA. (361038);Odontológica;Pequeno;;;;;;100,00;100,00;100,00;;;0,00;0,00;0,00;;201712;05/02/2018 11:09:28
DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS S/S LTDA (327867);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
DENTSY ODONTOLOGIA S/S LTDA. (414425);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
E F SOBRINHO EIRELI - ME (420778);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA (415626);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
FEDERAÇÃO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS (344583);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
FR PLANO ODONTOLÓGICO LTDA (419818);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
FREE DENT PLANOS ODONTÓLOGICOS LTDA (405248);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA. (414921);Odontológica;Pequeno;5;4;50,00;50,00;;;;;;;;;;;201712;05/02/2018 11:09:28
IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME (414557);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
IGM OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (419745);Odontológica;Pequeno;7;6;0,00;0,00;0,00;;;;;;;0,00;0,00;0,00;201712;05/02/2018 11:09:28
INÁCIO E SPANGHERO LTDA (415332);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA. (414981);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA ODONTOLÓGICA LTDA (389358);Odontológica;Grande;1;;100,00;;100,00;100,00;75,00;75,00;80,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA (415260);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA. (359394);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
INTERDENTAL ODONTOLOGIA INTEGRADA LTDA. (312525);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
INVEST ORAL PLANO ODONTOLÓGICO LTDA. (416240);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
J.E. ODONTOQUALITY S/S LTDA (418536);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
JLM ASSISTÊNCIA ODONTOLÓGICA LTDA (416215);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
JTC ODONTOLOGIA LTDA. (418722);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
LIS DENTAL LTDA (417971);Odontológica;Médio;5;6;66,67;33,33;33,33;0,00;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
LITORAL CONVÊNIOS E CREDENCIAMENTO ODONTOLÓGICO LTDA ME (418358);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
LOTUS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (415537);Odontológica;Pequeno;6;5;11,11;30,00;50,00;60,00;60,00;75,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA (416835);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
MATTOS ODONTOLOGIA LTDA (329967);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
METLIFE PLANOS ODONTOLÓGICOS LTDA. (406481);Odontológica;Grande;1;1;100,00;100,00;87,50;87,50;85,71;100,00;100,00;100,00;100,00;100,00;;100,00;201712;05/02/2018 11:09:28
METODONT - ASSISTÊNCIA ODONTOLOGICA LTDA (300365);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
MOGIDONTO PLANOS ODONTOLÓGICOS LTDA (354741);Odontológica;Médio;1;1;100,00;100,00;100,00;;;;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
MULTI - BUCAL ODONTOLOGIA LTDA - EPP (351351);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
NACIONAL ODONTO S/S LTDA. (304441);Odontológica;Grande;15;12;75,00;75,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
NEWKLIN ODONTOCLÍNICA LTDA. ME. (415057);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
NUCLEO ASSISTENCIA ODONTOLOGICA LTDA (359866);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTO CARD - ASSISTENCIA ODONTOLOGICA LTDA - EPP (419346);Odontológica;Pequeno;;;;;;;;;;;;;;0,00;201712;05/02/2018 11:09:28
ODONTO CORPUS S/S LTDA. (405973);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA. (310981);Odontológica;Grande;12;10;91,67;95,00;94,12;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;85,71;201712;05/02/2018 11:09:28
ODONTO JARAGUÁ LTDA (312321);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA (405671);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTO PRIME PLANOS ODONTOLÓGICOS LTDA ME (420212);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTO QUALIT SERVIÇOS ODONTOLÓGICOS LTDA (416347);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTO SÃO LUCAS LTDA. (340227);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTO SYSTEM PLANOS ODONTOLOGICOS LTDA (334588);Odontológica;Grande;1;14;100,00;50,00;50,00;25,00;75,00;60,00;80,00;80,00;100,00;100,00;100,00;85,71;201712;05/02/2018 11:09:28
ODONTOART PLANOS ODONTOLÓGICOS LTDA (414387);Odontológica;Grande;;;;;;;100,00;100,00;100,00;;;;100,00;100,00;201712;05/02/2018 11:09:28
ODONTOBASE PLANOS DE SAUDE LTDA. (344486);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOCLINICA RCC LTDA. S/S (418111);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOFACE OPERADORA DE PLANOS DE SAUDE ODONTOLOGICOS LTDA (417068);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOGROUP SISTEMA DE SAÚDE LTDA. (389854);Odontológica;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;75,00;201712;05/02/2018 11:09:28
ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (417831);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOLÓGICA SERVIÇOS DE SAÚDE ORAL LTDA (416614);Odontológica;Pequeno;;;;;;0,00;0,00;0,00;;;;;;;201712;05/02/2018 11:09:28
ODONTOLOGYC SYSTEM CONVÊNIO ODONTOLOGICO LTDA (416461);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME (419184);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOPAM ASSISTENCIA MÉDICA ODONTOLOGICA INTEGRADA LTDA (313891);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOPARÁ PLANO DE SAÚDE E CLÍNICA ODONTOLÓGICA LTDA (418714);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOPONTA CLINICA ODONTOLÓGICA LTDA (416673);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOPREV S/A (301949);Odontológica;Grande;14;11;88,16;87,84;92,86;97,30;96,15;95,06;91,76;87,01;86,57;87,50;92,86;91,43;201712;05/02/2018 11:09:28
ODONTOREAL LTDA. (412040);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTOVIDA LTDA ME (418200);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ODONTRAT ASSISTENCIA ODONTOLOGICA LTDA. - EIRELI (415961);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA (420743);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORAL BRASIL CONSULTORIA E GESTÃO EM SAÚDE LTDA (413127);Odontológica;Médio;;;;;100,00;100,00;100,00;0,00;0,00;0,00;;;;100,00;201712;05/02/2018 11:09:28
ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA (418447);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA. (311693);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA (366510);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA (412996);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS LTDA-ME (420972);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORALPLANOS ASSISTÊNCIA ODONTOLÓGICA LTDA ME (419656);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA (416371);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORTOVIDE CLÍNICA ORTODÔNTICA LTDA (416665);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
O.S ODONTOLÓGICA LTDA. (404365);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PARRA ODONTOLOGIA LTDA (415782);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PLANET LIFE CONVENIOS ODONTOLÓGICOS S/S LTDA (418064);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PLANO ODONTOLÓGICO DENTALVIDAS LTDA. (415936);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987);Odontológica;Pequeno;;;;;;0,00;0,00;0,00;0,00;;;;;;201712;05/02/2018 11:09:28
PLANODENTE LTDA. (416517);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PLANODONT SERVIÇOS ODONTOLÓGICOS LTDA (418366);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PLENODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA. (403458);Odontológica;Médio;;1;;100,00;50,00;50,00;0,00;;;;;;;;201712;05/02/2018 11:09:28
POPDENTS OPERADORA DE PLANOS ODONTOLOGICOS EIRELI - EPP (420026);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PREST ODONTO LTDA (384844);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PREV  ASSISTÊNCIA ODONTOLÓGICA - EIRELI (335410);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PREV-DONT ODONTOLOGICA LTDA. (410420);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PREVIDENT ASSISTÊNCIA ODONTOLÓGICA LTDA. (374440);Odontológica;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
PREVINA ODONTOLOGIA LTDA (403636);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PREVODOCTOR  ASSISTÊNCIA ODONTOLÓGICA LTDA. (412830);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PREV-SYSTEM EIRELI EPP (401609);Odontológica;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201712;05/02/2018 11:09:28
PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA (416525);Odontológica;Grande;1;1;100,00;100,00;100,00;66,67;80,00;83,33;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
PRÓ ODONTO ASSISTENCIA ODONTOLOGICA LTDA (400106);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PRODENT - ASSISTÊNCIA ODONTOLÓGICA LTDA. (380041);Odontológica;Grande;1;1;100,00;100,00;95,45;96,00;92,31;85,00;80,95;80,95;89,47;95,00;100,00;100,00;201712;05/02/2018 11:09:28
PROI - PLANO RACIONAL DE ODONTOLOGIA INTEGRAL  LTDA. (411728);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PROSORRIR - PLANOS ODONTOLÓGICOS LTDA (415065);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PRUDENT PLANOS ODONTOLOGICOS S/S LTDA (416151);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ME (417131);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
REDE DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (412350);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
RODRIGUES LEIRA ODONTOLOGIA LTDA. (415243);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
S & M ODONTOLOGIA INTEGRADA LTDA (414727);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
S SHIMODA ASSISTENCIA ODONTOLOGICA S/S LTDA (416380);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SÃO FRANCISCO ODONTOLOGIA LIMITADA (365319);Odontológica;Grande;;1;;100,00;100,00;100,00;;;;;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SAÚDE É TUDO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415171);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654);Odontológica;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;50,00;;201712;05/02/2018 11:09:28
SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME. (414701);Odontológica;Médio;;;;;100,00;50,00;50,00;0,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA. (324710);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA. (344095);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865);Odontológica;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
SISTEMA PREVSAUDE LTDA (333239);Odontológica;Pequeno;;;;;;;;;;;;;;0,00;201712;05/02/2018 11:09:28
SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR (418790);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA (402095);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO (416266);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SMART DENTAL ODONTOLOGIA EIRELI - ME (420298);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SÓ ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA (416878);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA (416410);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SOESP-ODONTO SISTEMA ODONTOLÓGICO E SERVIÇOS PREVENTIVOS LTDA. (405604);Odontológica;Médio;;;;;;;;;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415871);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A. (419524);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SUL AMÉRICA ODONTOLÓGICO S/A (417815);Odontológica;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;80,00;87,50;91,67;92,31;90,00;91,67;201712;05/02/2018 11:09:28
TOP DOCTOR'S ODONTOLOGIA LTDA (416193);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIDASODONTO PLANO DE ASSISTENCIA ODONTOLOGICA LTDA. (413933);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIDENTAL COOPERATIVA UNIAO DOS DENTISTAS DA GRANDE NATAL (401277);Odontológica;Pequeno;;;;;;;;;;;;0,00;0,00;0,00;201712;05/02/2018 11:09:28
UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ (401072);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA. (413429);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO (414891);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
